Month,VisitorType,Weekend,Revenue,BounceRates,ExitRates,ProductRelated,PageValues,TrafficType
Feb,Returning_Visitor,False,False,0.0,0.075,8,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.111111111,6,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.033333333,6,0.0,1
Feb,Returning_Visitor,False,False,0.0,0.05,4,0.0,2
Feb,Returning_Visitor,False,False,0.0,0.034375,14,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,3
Feb,Returning_Visitor,False,False,0.028,0.11952381,11,0.0,1
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.040740741,9,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.05,10,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.00754717,51,0.0,3
Feb,Returning_Visitor,False,False,0.133333333,0.166666667,3,0.0,1
Feb,Returning_Visitor,True,False,0.0,0.1,2,0.0,2
Feb,Returning_Visitor,False,False,0.0,0.022222222,16,0.0,6
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.011111111,6,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.018518519,26,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.033333333,6,0.0,2
Feb,Returning_Visitor,False,False,0.005555556,0.046296296,9,0.0,2
Feb,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,5
Feb,Returning_Visitor,False,False,0.05,0.15,2,0.0,4
Feb,Returning_Visitor,False,False,0.0,0.018039216,14,0.0,3
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.011851852,9,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.007407407,8,0.0,3
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.009090909,10,0.0,6
Feb,Returning_Visitor,False,False,0.066666667,0.066666667,3,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.033333333,3,0.0,1
Feb,Returning_Visitor,False,False,0.0,0.05,4,0.0,3
Feb,Returning_Visitor,False,False,0.007142857,0.030357143,28,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.027272727,11,0.0,1
Feb,Returning_Visitor,False,False,0.0075,0.028166667,20,0.0,1
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,4
Feb,Returning_Visitor,False,False,0.1,0.15,4,0.0,1
Feb,Returning_Visitor,False,False,0.0,0.026315789,19,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.026666667,9,0.0,1
Feb,Returning_Visitor,True,False,0.033333333,0.04993081,21,0.0,1
Feb,Returning_Visitor,True,False,0.2,0.2,1,0.0,2
Feb,Returning_Visitor,True,False,0.0,0.033333333,6,0.0,3
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.008695652,0.01884058,23,0.0,2
Feb,Returning_Visitor,True,False,0.03030303,0.040606061,31,0.0,1
Feb,Returning_Visitor,True,False,0.015217391,0.012463768,23,0.0,2
Feb,Returning_Visitor,False,False,0.0,0.016666667,6,0.0,3
Feb,Returning_Visitor,False,False,0.008695652,0.011594203,23,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.033333333,12,0.0,2
Feb,Returning_Visitor,False,False,0.0,0.04,5,0.0,3
Feb,Returning_Visitor,False,False,0.086666667,0.166666667,5,0.0,3
Feb,Returning_Visitor,False,False,0.018181818,0.063636364,11,0.0,1
Feb,Returning_Visitor,True,False,0.0,0.0145,20,0.0,4
Feb,Returning_Visitor,True,False,0.0,0.019166667,15,0.0,4
Feb,Returning_Visitor,False,False,0.011111111,0.033333333,17,0.0,3
Feb,Returning_Visitor,False,False,0.066666667,0.1,3,0.0,3
Feb,Returning_Visitor,True,False,0.2,0.2,1,0.0,2
Feb,Returning_Visitor,True,False,0.0,0.008602151,24,0.0,1
Feb,Returning_Visitor,False,False,0.0,0.015384615,10,0.0,3
Feb,Returning_Visitor,False,False,0.0,0.014285714,7,0.0,2
Feb,Returning_Visitor,False,False,0.010743802,0.047002635,21,0.0,4
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.033333333,0.033333333,6,0.0,2
Feb,Returning_Visitor,True,False,0.0,0.011764706,17,0.0,2
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Feb,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Feb,Returning_Visitor,True,False,0.008333333,0.025,8,0.0,3
Mar,Returning_Visitor,False,False,0.003174603,0.012764202,5,0.0,8
Mar,Returning_Visitor,False,False,0.011111111,0.027248677,20,8.000740741,1
Mar,Returning_Visitor,False,False,0.0,0.006339869,50,0.0,2
Mar,Returning_Visitor,True,False,0.001960784,0.013509414,96,0.0,2
Mar,Returning_Visitor,False,True,0.0,0.020708874,49,1.706014966,2
Mar,Returning_Visitor,False,False,0.007142857,0.016727891,68,46.53017511,1
Mar,Returning_Visitor,False,False,0.2,0.2,2,0.0,3
Mar,Returning_Visitor,False,False,0.036190476,0.096,24,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.02,9,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,1
Mar,Returning_Visitor,True,False,0.009090909,0.057662338,22,0.0,2
Mar,Returning_Visitor,False,False,0.002061856,0.010173465,98,0.0,3
Mar,New_Visitor,False,True,0.0,0.005797101,67,19.34265017,2
Mar,Returning_Visitor,False,False,0.013068182,0.06140625,13,0.0,2
Mar,New_Visitor,False,True,0.0,0.001666667,17,109.176,2
Mar,New_Visitor,True,True,0.0,0.001724138,55,96.25511582,2
Mar,Returning_Visitor,True,True,0.0,0.004,50,153.4432478,8
Mar,Returning_Visitor,True,False,0.0,0.04,5,0.0,9
Mar,New_Visitor,False,False,0.0,0.004166667,13,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.088888889,3,0.0,8
Mar,Returning_Visitor,False,False,0.0,0.008333333,12,0.0,10
Mar,New_Visitor,False,False,0.0,0.005263158,16,0.0,2
Mar,New_Visitor,False,True,0.0,0.0125,16,33.79956701,3
Mar,New_Visitor,True,False,0.0,0.028571429,5,0.0,2
Mar,New_Visitor,False,False,0.0,0.016666667,4,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.04375,8,0.0,3
Mar,Returning_Visitor,False,False,0.033333333,0.0375,4,0.0,2
Mar,Returning_Visitor,False,False,0.037619048,0.04952381,14,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.05,2,0.0,11
Mar,Returning_Visitor,True,False,0.006666667,0.033333333,7,0.0,6
Mar,Returning_Visitor,False,False,0.0,0.042857143,10,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.02,18,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.066666667,4,0.0,3
Mar,Returning_Visitor,False,False,0.005714286,0.028571429,35,0.0,2
Mar,Returning_Visitor,False,False,0.016666667,0.075,12,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,12
Mar,Returning_Visitor,False,True,0.0,0.013333333,14,35.0928,1
Mar,Returning_Visitor,False,False,0.08,0.12,5,0.0,1
Mar,Returning_Visitor,False,False,0.1,0.15,4,0.0,1
Mar,New_Visitor,False,False,0.0,0.02,6,0.0,8
Mar,Returning_Visitor,False,False,0.001481481,0.009150327,28,0.0,2
Mar,Returning_Visitor,True,False,0.0,0.1,2,0.0,11
Mar,Returning_Visitor,False,False,0.0,0.006578947,37,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.022222222,9,0.0,3
Mar,Returning_Visitor,False,True,0.0,0.013333333,16,17.76266667,1
Mar,Returning_Visitor,False,False,0.010526316,0.021052632,19,0.0,3
Mar,Returning_Visitor,True,False,0.004,0.020666667,50,7.146260888,9
Mar,Returning_Visitor,False,False,0.0,0.014666667,22,0.0,2
Mar,Returning_Visitor,True,False,0.011111111,0.033333333,9,0.0,3
Mar,Returning_Visitor,True,False,0.0,0.019230769,50,22.03276923,2
Mar,Returning_Visitor,True,False,0.005263158,0.044210526,18,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.014081633,7,0.0,2
Mar,Returning_Visitor,True,False,0.006896552,0.010600255,29,0.0,8
Mar,Returning_Visitor,True,False,0.011578947,0.032225685,34,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.011111111,9,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.04,16,0.0,3
Mar,Returning_Visitor,False,False,0.022807018,0.036550087,51,0.0,2
Mar,Returning_Visitor,False,False,0.018181818,0.031818182,22,0.0,3
Mar,Returning_Visitor,False,False,0.023529412,0.046470588,18,0.0,1
Mar,Returning_Visitor,True,False,0.016666667,0.030833333,28,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.00952381,7,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.019354839,31,0.0,3
Mar,Returning_Visitor,False,False,0.015384615,0.041025641,14,0.0,1
Mar,Returning_Visitor,False,False,0.033333333,0.048148148,9,0.0,1
Mar,Returning_Visitor,False,True,0.005,0.01805276,32,4.368515556,2
Mar,Returning_Visitor,True,False,0.012676056,0.015201207,71,0.0,1
Mar,Returning_Visitor,True,False,0.007246377,0.022253906,46,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.05,18,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,2,0.0,1
Mar,Returning_Visitor,False,False,0.08,0.12,5,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.1,2,0.0,1
Mar,Returning_Visitor,False,False,0.01,0.025666667,19,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.05,2,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.02,4,0.0,8
Mar,Returning_Visitor,False,False,0.0,0.01037037,45,0.0,1
Mar,New_Visitor,False,False,0.0,0.033333333,7,0.0,8
Mar,Returning_Visitor,True,False,0.015555556,0.033862434,14,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,2
Mar,Returning_Visitor,True,True,0.006451613,0.018709677,29,8.772473118,2
Mar,Returning_Visitor,False,False,0.0,0.066666667,9,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.02,30,0.0,2
Mar,Returning_Visitor,True,True,0.0,0.003329865,63,51.46331148,1
Mar,Returning_Visitor,False,False,0.0,0.011666667,20,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.04,5,0.0,10
Mar,Returning_Visitor,False,False,0.0,0.033846154,15,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.016666667,6,0.0,3
Mar,Returning_Visitor,True,False,0.035714286,0.053571429,14,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,New_Visitor,False,False,0.0,0.014285714,13,0.0,8
Mar,Returning_Visitor,False,False,0.0,0.004545455,42,0.0,3
Mar,Returning_Visitor,True,False,0.02,0.013333333,5,0.0,9
Mar,Returning_Visitor,False,False,0.0,0.05,2,0.0,1
Mar,Returning_Visitor,True,True,0.0,0.016666667,10,38.99,3
Mar,Returning_Visitor,False,False,0.016666667,0.05,18,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.025,5,0.0,2
Mar,Returning_Visitor,False,False,0.014583333,0.039583333,32,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.033333333,3,0.0,3
Mar,Returning_Visitor,True,True,0.0,0.02,11,53.9892,11
Mar,Returning_Visitor,False,False,0.010638298,0.026186255,36,6.831792392,3
Mar,Returning_Visitor,False,False,0.0,0.044444444,6,0.0,3
Mar,Returning_Visitor,False,False,0.02,0.05,10,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.038095238,8,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,Returning_Visitor,False,False,0.011428571,0.024761905,35,0.0,1
Mar,Returning_Visitor,False,False,0.002150538,0.007722385,87,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.05,4,0.0,10
Mar,Returning_Visitor,False,False,0.010588235,0.022643039,51,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.011111111,7,0.0,6
Mar,Returning_Visitor,False,False,0.0135,0.03747619,40,0.0,1
Mar,Returning_Visitor,True,False,0.2,0.2,1,0.0,1
Mar,Returning_Visitor,False,True,0.0,0.0125,14,44.67925,7
Mar,Returning_Visitor,False,True,0.0,0.014285714,13,59.79014286,3
Mar,Returning_Visitor,False,False,0.0,0.022424242,33,0.0,1
Mar,Returning_Visitor,False,False,0.004545455,0.031907308,22,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.022222222,3,0.0,3
Mar,Returning_Visitor,True,False,0.0,0.002272727,17,0.0,9
Mar,Returning_Visitor,True,False,0.0,0.026666667,15,0.0,3
Mar,Returning_Visitor,False,False,0.2,0.2,2,0.0,1
Mar,Returning_Visitor,False,False,0.012571429,0.044761905,35,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.05,4,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.1,1,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.1,2,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.1,2,0.0,1
Mar,Returning_Visitor,False,False,0.033333333,0.025555556,12,0.0,11
Mar,Returning_Visitor,True,False,0.0,0.016,23,0.0,9
Mar,Returning_Visitor,False,False,0.013793103,0.028965517,29,0.0,13
Mar,Returning_Visitor,True,False,0.0,0.066666667,3,0.0,3
Mar,Returning_Visitor,False,False,0.05,0.11,10,0.0,1
Mar,Returning_Visitor,False,False,0.003703704,0.014814815,27,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.008681765,35,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.00969697,54,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.1,2,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.025,3,0.0,8
Mar,Returning_Visitor,False,False,0.0,0.04,5,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.01037037,46,0.0,1
Mar,Returning_Visitor,False,True,0.022916667,0.038373016,23,7.103020833,1
Mar,Returning_Visitor,False,False,0.0,0.04,5,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.02,10,0.0,2
Mar,New_Visitor,False,False,0.005128205,0.016410256,37,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.000175593,68,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.028571429,4,0.0,1
Mar,New_Visitor,False,False,0.0,0.05,2,0.0,2
Mar,Returning_Visitor,True,False,0.013333333,0.026666667,15,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.003571429,11,0.0,9
Mar,New_Visitor,False,False,0.0,0.011111111,7,0.0,2
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,New_Visitor,False,False,0.0,0.002222222,55,0.0,2
Mar,Returning_Visitor,False,False,0.008333333,0.023611111,21,0.0,1
Mar,Returning_Visitor,False,False,0.003076923,0.009213675,64,0.0,1
Mar,Returning_Visitor,False,False,0.002631579,0.017324561,75,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.019047619,14,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.028571429,8,0.0,3
Mar,Returning_Visitor,False,False,0.0,0.011904762,49,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.025,4,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.005057471,29,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.014285714,7,0.0,3
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,Returning_Visitor,False,False,0.1,0.125,8,0.0,3
Mar,Returning_Visitor,False,False,0.008,0.037333333,25,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,New_Visitor,False,False,0.0,0.008,3,0.0,8
Mar,Returning_Visitor,False,False,0.0,0.033333333,12,0.0,3
Mar,Returning_Visitor,False,False,0.005128205,0.021367521,39,0.0,3
Mar,New_Visitor,False,False,0.0,0.009876543,24,0.0,3
Mar,Returning_Visitor,True,False,0.0,0.016666667,12,0.0,1
Mar,New_Visitor,False,False,0.0,0.00625,15,0.0,1
Mar,Returning_Visitor,False,False,0.02,0.04,10,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.016666667,19,19.66818546,1
Mar,Returning_Visitor,False,False,0.0,0.004371585,55,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.011111111,27,0.0,1
Mar,Returning_Visitor,False,True,0.0,0.003333333,30,9.227000967,3
Mar,Returning_Visitor,False,False,0.2,0.2,3,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.028030303,24,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.005555556,46,0.0,2
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.008,25,0.0,1
Mar,Returning_Visitor,True,False,0.028571429,0.071428571,12,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.05,4,0.0,1
Mar,Returning_Visitor,False,False,0.027083333,0.047905093,46,0.0,3
Mar,Returning_Visitor,True,False,0.0,0.01,10,0.0,2
Mar,New_Visitor,False,True,0.0,0.007692308,9,34.43601877,3
Mar,Returning_Visitor,True,False,0.0,0.053846154,13,0.0,3
Mar,Returning_Visitor,False,False,9.83e-05,0.009438427,111,12.01656549,2
Mar,Returning_Visitor,False,False,0.0,0.033333333,2,0.0,1
Mar,Returning_Visitor,True,False,0.014814815,0.030452675,27,0.0,3
Mar,Returning_Visitor,False,False,0.013888889,0.027742165,33,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.04,5,0.0,1
Mar,New_Visitor,True,False,0.0,0.00625,7,0.0,8
Mar,Returning_Visitor,False,False,0.008897485,0.029431012,81,0.0,2
Mar,Returning_Visitor,False,False,0.066666667,0.1,6,0.0,1
Mar,Returning_Visitor,False,False,0.028571429,0.057142857,8,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.010588235,14,0.0,2
Mar,Returning_Visitor,True,False,0.005333333,0.033504762,25,0.0,1
Mar,Returning_Visitor,False,False,0.0112,0.034933333,25,0.0,10
Mar,Returning_Visitor,False,True,0.0,0.014,22,16.14384,2
Mar,Returning_Visitor,False,False,0.0,0.1,2,0.0,3
Mar,Returning_Visitor,False,False,0.066666667,0.133333333,3,0.0,3
Mar,Returning_Visitor,False,False,0.019047619,0.038095238,22,0.0,1
Mar,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
Mar,Returning_Visitor,False,False,0.01,0.020655014,61,2.810812468,2
Mar,Returning_Visitor,False,False,0.0,0.1,2,0.0,1
Mar,Returning_Visitor,False,False,0.0,0.028571429,7,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.025,4,0.0,2
Mar,Returning_Visitor,False,False,0.0,0.061688312,12,0.0,6
Mar,Returning_Visitor,False,False,0.025,0.035,8,0.0,3
Mar,Returning_Visitor,False,True,0.009929078,0.019797366,47,27.26888014,1
Mar,Returning_Visitor,False,False,0.057142857,0.085714286,7,0.0,1
Mar,Returning_Visitor,True,False,0.028571429,0.02987013,14,0.0,1
Mar,Returning_Visitor,False,False,0.015625,0.0515625,31,0.0,1
Mar,Returning_Visitor,True,False,0.0,0.022222222,3,0.0,3
Mar,Returning_Visitor,False,False,0.004081633,0.006501458,44,0.0,2
Mar,New_Visitor,False,False,0.0,0.003333333,8,0.0,10
Mar,Returning_Visitor,False,False,0.004545455,0.020644542,88,0.0,2
